id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
896,2025-06-06,Vandalismo,Iure tempore rem optio cum.,Em análise,Murilo Duarte,Isabelly Abreu,False
897,2025-09-28,Furto,Qui ratione natus.,Fechado,Caio da Costa,Sra. Maria Flor Azevedo,False
898,2025-09-21,Perda,Nobis ea rerum placeat commodi amet vel natus.,Fechado,Thomas Caldeira,Alice Mendes,False
899,2025-10-11,Agressão,Natus consequatur libero.,Fechado,Dra. Alícia da Conceição,Lara Araújo,False
900,2025-07-18,Furto,Beatae adipisci iure.,Fechado,Renan Pereira,Bianca Nogueira,False
901,2025-01-05,Agressão,Iusto deserunt porro.,Fechado,Ana Laura Sá,Théo Guerra,False
902,2025-03-20,Furto,Tempore vero libero quae.,Aberto,Anna Liz Leão,Pedro Lucas Pinto,False
903,2025-03-09,Agressão,Commodi provident cupiditate magnam.,Aberto,Pietra Mendes,Sr. Ravi Porto,False
904,2025-07-23,Perda,Et excepturi sapiente id cum necessitatibus inventore.,Em análise,Sr. Pietro Nogueira,Manuella Ribeiro,False
905,2025-01-02,Vandalismo,Alias suscipit quisquam illo quae.,Aberto,Davi Miguel Cirino,Stephany Sá,False
906,2025-02-26,Agressão,Amet cum voluptatum sit.,Fechado,Lavínia Machado,Ana Vitória Sá,False
907,2025-01-12,Agressão,Corporis est sapiente minus corrupti.,Aberto,Caio Nogueira,Lorena Guerra,False
908,2025-03-12,Furto,Laboriosam nostrum dignissimos dignissimos maxime.,Em análise,Isabel Correia,Antônio Monteiro,False
909,2025-07-18,Furto,Impedit itaque animi impedit soluta architecto distinctio possimus.,Aberto,Levi Moraes,Kevin da Cunha,False
910,2025-05-10,Furto,Minima quae voluptas similique accusamus qui unde.,Aberto,Zoe Costa,Paulo da Rosa,False
911,2025-08-04,Furto,Quod minus doloremque magni ullam consectetur odit.,Aberto,Vicente Mendonça,Luiz Miguel Pereira,False
912,2025-01-19,Agressão,Ab expedita ipsa facilis consequuntur eius.,Em análise,Maria Isis Nogueira,Laís Siqueira,False
913,2025-02-11,Furto,Nam dicta rem recusandae quo.,Em análise,Antony Viana,Ravy Cavalcante,False
914,2025-08-31,Roubo,Officia veniam quos error eligendi.,Fechado,Maria Vitória Andrade,Maria Fernanda Marques,False
915,2025-08-22,Agressão,Dignissimos quaerat eum.,Fechado,Rebeca Peixoto,Leandro Fernandes,False
916,2025-10-07,Agressão,Sunt omnis occaecati.,Fechado,Dr. Gael Henrique Brito,Rafael Gonçalves,False
917,2025-05-03,Furto,Voluptatibus atque occaecati.,Aberto,Josué Caldeira,Mateus Peixoto,False
918,2025-03-07,Vandalismo,Tenetur vitae exercitationem odio odit blanditiis cupiditate quidem.,Em análise,Heitor Montenegro,Yasmin da Costa,False
919,2025-09-26,Roubo,Repellat labore ipsam saepe totam numquam.,Em análise,Vicente Cunha,Gael Almeida,False
920,2025-06-04,Roubo,Repellendus eaque ab voluptatem quos.,Fechado,Dr. Henrique Garcia,Luiz Felipe da Paz,False
921,2025-02-05,Agressão,Sunt facilis ex.,Em análise,Levi Fonseca,Maria Júlia Costela,False
922,2025-09-30,Vandalismo,Eos beatae possimus magnam.,Aberto,Luan Lima,Sr. Daniel Martins,False
923,2025-09-01,Agressão,Molestias quasi neque repudiandae quasi.,Em análise,Isabela Viana,Calebe Aparecida,False
924,2025-04-08,Vandalismo,Magni et libero nam laborum eaque sunt illum.,Fechado,Evelyn Brito,Sr. Miguel Souza,False
925,2025-04-27,Perda,Molestias quia eos.,Em análise,Otávio Gonçalves,Rodrigo Cassiano,False
926,2025-07-11,Agressão,Consectetur voluptate fugiat qui quia deleniti earum commodi.,Fechado,Sofia Melo,Vitor Sá,False
927,2025-02-23,Furto,Quidem quod nemo perferendis animi impedit.,Fechado,Joana Silveira,Dra. Emilly Camargo,False
928,2025-03-04,Vandalismo,Non molestiae aliquid necessitatibus.,Aberto,Ana Carolina Sousa,Dr. Rhavi Carvalho,False
929,2025-04-22,Agressão,Vero occaecati maxime officiis assumenda.,Em análise,Elisa Cavalcanti,Cecilia Oliveira,False
930,2025-05-31,Agressão,Amet exercitationem possimus expedita maiores reprehenderit itaque.,Fechado,Cauã Gonçalves,Catarina Albuquerque,False
931,2025-04-29,Agressão,Molestiae excepturi voluptatum voluptatum voluptas.,Fechado,José Miguel Lima,Sophia Cirino,False
932,2025-05-21,Roubo,Tempore enim minus reprehenderit.,Aberto,Júlia Macedo,Emilly das Neves,False
933,2025-04-01,Furto,Eligendi ipsum consequatur nisi quas harum.,Em análise,Sra. Liz Sales,Daniela da Cruz,False
934,2025-08-29,Agressão,Accusantium voluptate adipisci eius vel eveniet.,Fechado,Benjamim da Cunha,Vitor Hugo Montenegro,False
935,2025-09-23,Vandalismo,Minus assumenda harum autem repellat.,Em análise,Gabriel Casa Grande,Jade Almeida,False
936,2025-04-17,Roubo,Magni cupiditate qui ducimus rem sequi.,Fechado,Fernando Casa Grande,Larissa Rios,False
937,2025-04-30,Vandalismo,Assumenda placeat magni repudiandae magnam officiis.,Fechado,Théo Machado,Rafael Pacheco,False
938,2025-03-23,Roubo,Quas itaque at architecto.,Aberto,Allana Oliveira,Rafaela Sousa,False
939,2025-08-20,Perda,Laboriosam fuga minus.,Fechado,Caleb Vieira,Ana Cecília Santos,False
940,2025-04-25,Roubo,Ex pariatur qui nam et dicta quibusdam.,Aberto,Arthur Gabriel Almeida,Isabel Castro,False
941,2025-05-10,Furto,Veritatis ex eaque beatae.,Aberto,Nathan Pires,Caleb Alves,False
942,2025-04-18,Agressão,Molestias id aut.,Fechado,Alana Sales,Luigi Nascimento,False
943,2025-07-24,Agressão,Architecto sequi iste repellat nihil.,Fechado,Gael Oliveira,Bella Albuquerque,False
944,2025-01-04,Agressão,Cumque quis consequuntur sint.,Fechado,Felipe Cardoso,Bernardo Nunes,False
945,2025-09-22,Furto,Occaecati quo dolor consequatur voluptate.,Em análise,Melissa Silveira,Davi Miguel da Cruz,False
946,2025-05-27,Vandalismo,Reprehenderit odit aliquam quam animi.,Fechado,Srta. Ayla Ferreira,Diego Montenegro,False
947,2025-03-08,Vandalismo,Dolor sequi praesentium dicta provident quae iusto.,Aberto,Júlia Ferreira,Luigi Andrade,False
948,2025-06-14,Vandalismo,Nemo totam eum officia maiores.,Em análise,Diego Pimenta,Dr. Gustavo Henrique Casa Grande,False
949,2025-04-08,Roubo,Nam ipsam laborum veniam error.,Aberto,Dra. Maria Cavalcante,Amanda Rezende,False
950,2025-04-16,Agressão,Sint voluptatum nulla earum hic aperiam.,Fechado,Pedro Miguel Siqueira,Sophie Ferreira,False
951,2025-09-25,Roubo,Sequi quas repellat blanditiis nobis impedit.,Em análise,Isabela Rodrigues,Lara Casa Grande,False
952,2025-05-10,Perda,Rem quos repudiandae suscipit nesciunt.,Em análise,Francisco Novaes,Luiza Fogaça,False
953,2025-09-28,Furto,Accusantium temporibus rem.,Aberto,Luiz Otávio Barbosa,Ana Vitória da Rosa,False
954,2025-04-14,Agressão,Blanditiis doloremque quaerat itaque.,Em análise,Otto Azevedo,Isabel Machado,False
955,2025-06-13,Roubo,Minima unde tenetur facilis itaque odio provident.,Em análise,Dra. Hellena Fonseca,Sr. Gael Henrique Barros,False
956,2025-05-21,Vandalismo,Culpa ratione temporibus modi quas repudiandae inventore.,Aberto,Maria Vitória Silva,Sra. Maria Sophia Vieira,False
957,2025-08-27,Roubo,Vero veniam in ratione.,Aberto,Cecília Moura,Ana Cecília da Rocha,False
958,2025-02-24,Agressão,Consequuntur hic odio tenetur.,Fechado,Luara Fonseca,Sr. Thomas Caldeira,False
959,2025-07-15,Furto,Molestias atque pariatur aliquid ea aliquid.,Em análise,Stephany Montenegro,Sra. Isabel Vieira,False
960,2025-01-22,Agressão,Reiciendis eligendi aperiam natus voluptatem architecto.,Fechado,Marina Rocha,Dr. Luigi Câmara,False
961,2025-02-15,Perda,Doloribus nostrum vel minus.,Em análise,João Castro,Sra. Isabella Alves,False
962,2025-06-24,Roubo,Numquam tempora nisi quas dolore tempore natus adipisci.,Aberto,Luiza Ferreira,Gael Henrique Cunha,False
963,2025-06-27,Roubo,Quod est consectetur dicta.,Fechado,Dante Porto,Maria Fogaça,False
964,2025-08-31,Perda,Ad quos molestias quod ut.,Em análise,Apollo Mendes,Rhavi Silva,False
965,2025-08-20,Vandalismo,Porro quasi totam.,Fechado,Ana Vitória Viana,Srta. Maria Fernanda Novaes,False
966,2025-05-08,Roubo,Mollitia esse modi labore rerum porro consequuntur.,Em análise,Benício Freitas,Ester Fernandes,False
967,2025-05-11,Roubo,Cum necessitatibus quas ab voluptates ducimus.,Aberto,Allana Camargo,Davi Lucas Macedo,False
968,2025-01-02,Roubo,In possimus quos quo similique sapiente.,Fechado,Calebe Gomes,Samuel da Paz,False
969,2025-07-18,Furto,Doloribus ea provident et.,Fechado,Erick Silveira,Ísis Leão,False
970,2025-08-31,Furto,Nam aliquid saepe architecto eveniet sequi enim.,Em análise,Elisa Câmara,Srta. Maria Peixoto,False
971,2025-01-04,Perda,Culpa unde magni dolorem modi laboriosam.,Aberto,Sophia Mendes,Matheus Peixoto,False
972,2025-02-17,Perda,Magnam aspernatur aspernatur itaque provident.,Fechado,Otto Sampaio,João Guilherme Fernandes,False
973,2025-04-14,Vandalismo,Fugit occaecati harum laborum amet voluptatibus explicabo.,Fechado,Isis Mendonça,Antônio Castro,False
974,2025-08-07,Vandalismo,Perferendis suscipit deserunt accusantium facilis incidunt et.,Fechado,Gabriela Marques,Emanuella Albuquerque,False
975,2025-01-21,Roubo,Debitis optio laboriosam accusantium.,Fechado,João Guilherme Vargas,João Miguel Brito,False
976,2025-04-24,Roubo,Asperiores a dolores nam mollitia at tempore.,Em análise,Ester Andrade,Pedro Henrique Cunha,False
977,2025-01-05,Agressão,Cumque porro dignissimos similique asperiores.,Em análise,Juliana Santos,Maysa Castro,False
978,2025-09-21,Perda,Nulla provident cumque culpa voluptatem.,Em análise,Stella Rocha,Eduardo Sá,False
979,2025-09-07,Agressão,Quae corrupti impedit suscipit quas.,Aberto,Sr. Lorenzo Moura,Srta. Eloá Borges,False
980,2025-09-06,Perda,Esse vero voluptates repellendus ex error quas.,Aberto,João Cirino,Dr. Yago Martins,False
981,2025-05-16,Agressão,Recusandae blanditiis recusandae magnam doloremque commodi quos quod.,Fechado,Dra. Caroline Duarte,Maria Luísa Montenegro,False
982,2025-02-17,Agressão,Odit soluta voluptatibus quaerat commodi laborum.,Em análise,Arthur Gabriel Fonseca,Erick Silva,False
983,2025-05-02,Furto,Fuga minima aliquam voluptas ipsa.,Em análise,Srta. Ana Cecília Sales,Manuella Carvalho,False
984,2025-02-18,Furto,Explicabo dolores modi beatae ipsam ipsam impedit.,Aberto,Heloísa Barbosa,Enrico Cavalcanti,False
985,2025-09-16,Vandalismo,Consectetur quae soluta dolorum consectetur similique dignissimos reiciendis.,Em análise,Sr. Davi Lucca Oliveira,Dante da Costa,False
986,2025-07-10,Agressão,Quibusdam minima illum molestiae.,Aberto,Murilo Guerra,Dom Rocha,False
987,2025-08-18,Furto,Expedita consequuntur quis amet totam odit eaque tempora.,Fechado,Luiz Fernando Correia,Maya Moraes,False
988,2025-07-26,Perda,Aliquid voluptate officia repudiandae repellendus.,Fechado,Heloísa Barbosa,Valentina Aparecida,False
989,2025-09-23,Agressão,Iusto tempora non officia a.,Aberto,Vinicius Pimenta,Enzo Gabriel Aragão,False
990,2025-04-24,Vandalismo,In voluptatum doloribus.,Fechado,Helena Monteiro,Ravi Lucca Duarte,False
991,2025-01-17,Roubo,Soluta occaecati accusantium dolor.,Em análise,Dra. Amanda Rocha,Sra. Bianca Duarte,False
992,2025-08-16,Furto,Alias quia tempora exercitationem accusamus maxime.,Aberto,Helena Moura,Dra. Manuella Moreira,False
993,2025-10-08,Perda,Perspiciatis debitis asperiores aut reprehenderit nemo aut.,Fechado,Maitê Casa Grande,Ana Júlia Vieira,False
994,2025-07-07,Agressão,Maiores mollitia et accusantium amet temporibus reiciendis.,Em análise,Sr. Pedro Henrique Fogaça,Vicente Abreu,False
995,2025-06-29,Agressão,Qui animi ea harum.,Fechado,Dr. Gael Novaes,Vinícius Novais,False
996,2025-08-17,Furto,Ipsa occaecati quae libero minima.,Fechado,Bianca Marques,João Gabriel Lima,False
997,2025-09-07,Roubo,Saepe non dicta voluptas hic commodi.,Fechado,Srta. Maria Luiza da Luz,Vinicius da Mota,False
998,2025-08-09,Vandalismo,Placeat deserunt pariatur.,Em análise,Olívia da Rosa,Davi Lucca Aragão,False
999,2025-06-28,Perda,Dolorum sunt dicta.,Aberto,Lunna Cavalcanti,Natália Alves,False
